"GEOID","NAME","POPW_E","POPW_M","W0_E","W0_M","W1_E","W1_M","W2_E","W2_M","W3_E","W3_M","OCCP_E","OCCP_M","OCCP_1_E","OCCP_1_M","OCCP_2_E","OCCP_2_M","OCCP_3_E","OCCP_3_M","OCCP_4_E","OCCP_4_M","OCCP_5_E","OCCP_5_M","OCCP_6_E","OCCP_6_M"
"41051002101","Census Tract 21.01; Multnomah County; Oregon",1005,237,136,68,506,132,363,240,0,13,1261,413,743,400,116,70,202,114,97,97,77,59,26,42
"41051002102","Census Tract 21.02; Multnomah County; Oregon",1459,139,179,62,866,164,405,117,9,16,1740,229,1036,199,207,86,360,154,18,22,119,72,0,13
"41051002203","Census Tract 22.03; Multnomah County; Oregon",2348,435,400,176,1242,426,564,136,142,85,2885,447,1651,307,343,129,750,353,77,69,64,53,0,13
"41051002303","Census Tract 23.03; Multnomah County; Oregon",2379,248,775,215,1114,210,483,132,7,11,2113,278,1138,226,275,105,393,128,77,67,218,129,12,20
"41051002401","Census Tract 24.01; Multnomah County; Oregon",1232,217,199,54,453,141,437,104,143,159,1810,464,1209,330,98,49,290,70,27,29,186,199,0,13
"41051002402","Census Tract 24.02; Multnomah County; Oregon",1955,228,768,192,677,186,453,128,57,47,1863,351,1053,269,255,117,313,141,102,84,140,171,0,13
"41051002501","Census Tract 25.01; Multnomah County; Oregon",1758,184,377,72,631,119,628,132,122,84,2305,394,1627,263,241,175,288,87,36,39,113,81,0,13
"41051002502","Census Tract 25.02; Multnomah County; Oregon",2299,172,379,107,981,213,850,160,89,82,3059,380,1881,332,339,153,591,203,138,84,110,75,0,13
"41051002600","Census Tract 26; Multnomah County; Oregon",1175,188,305,67,334,157,457,79,79,39,1497,211,1044,110,200,155,183,70,25,26,45,35,0,13
"41051002701","Census Tract 27.01; Multnomah County; Oregon",1190,107,271,75,401,85,414,88,104,55,1615,206,1247,194,72,45,224,74,23,20,49,45,0,13
"41051002702","Census Tract 27.02; Multnomah County; Oregon",1952,312,654,169,658,181,589,261,51,32,1929,389,1114,243,268,117,415,249,57,58,75,61,0,13
"41051002801","Census Tract 28.01; Multnomah County; Oregon",1218,152,215,67,471,139,501,111,31,36,1701,290,1200,256,115,59,357,172,8,8,21,25,0,13
"41051002802","Census Tract 28.02; Multnomah County; Oregon",1215,111,241,75,383,117,452,93,139,68,1836,225,1161,180,188,99,327,113,40,32,120,64,0,13
"41051002901","Census Tract 29.01; Multnomah County; Oregon",2040,331,338,102,594,149,988,298,120,71,3036,700,1391,259,491,212,938,670,36,39,180,129,0,13
"41051002902","Census Tract 29.02; Multnomah County; Oregon",2791,332,474,212,974,217,1209,273,134,73,3829,483,2128,483,548,244,709,215,78,68,366,123,0,19
"41051002903","Census Tract 29.03; Multnomah County; Oregon",1837,203,589,140,498,140,638,229,112,76,2369,532,1079,289,503,240,481,187,118,85,188,100,0,13
"41051003000","Census Tract 30; Multnomah County; Oregon",2154,234,559,211,743,175,727,155,125,68,2741,287,1399,221,305,172,561,195,142,151,334,235,0,19
"41051003100","Census Tract 31; Multnomah County; Oregon",2128,356,464,269,519,173,951,229,194,99,3070,458,2213,429,187,82,469,146,38,39,163,105,0,19
"41051003200","Census Tract 32; Multnomah County; Oregon",1787,185,295,82,547,121,758,202,187,96,2777,374,1819,357,396,180,416,142,68,52,78,51,0,13
"41051003301","Census Tract 33.01; Multnomah County; Oregon",1274,110,234,102,453,129,451,93,136,72,1932,317,1041,228,354,158,400,125,65,47,72,52,0,13
"41051003302","Census Tract 33.02; Multnomah County; Oregon",1548,276,305,174,465,181,600,80,178,149,2529,697,1688,551,339,180,239,94,122,139,141,77,0,13
"41051003401","Census Tract 34.01; Multnomah County; Oregon",1720,205,373,143,627,158,626,138,94,61,2267,335,1560,288,202,109,332,136,36,38,137,73,0,13
"41051003402","Census Tract 34.02; Multnomah County; Oregon",2264,347,289,123,1072,326,720,169,183,118,3286,573,1587,286,589,237,681,325,137,84,292,233,0,13
"41051003501","Census Tract 35.01; Multnomah County; Oregon",1700,158,307,107,506,154,747,138,140,88,2499,325,1514,248,304,148,381,131,70,43,230,107,0,13
"41051003502","Census Tract 35.02; Multnomah County; Oregon",1265,133,155,70,515,108,433,120,162,75,2187,388,1400,258,421,188,134,65,80,59,152,113,0,13
"41051003601","Census Tract 36.01; Multnomah County; Oregon",2067,249,236,91,835,241,895,187,101,80,2944,373,1905,393,236,137,463,206,234,89,106,70,0,13
"41051003602","Census Tract 36.02; Multnomah County; Oregon",2808,422,546,142,1079,379,1050,253,133,82,3993,678,2547,457,800,393,358,169,134,103,154,128,0,19
"41051003603","Census Tract 36.03; Multnomah County; Oregon",636,83,137,37,206,55,256,81,37,26,911,164,569,142,69,37,206,70,21,21,46,28,0,13
"41051003701","Census Tract 37.01; Multnomah County; Oregon",2062,359,702,369,614,140,609,121,137,81,2379,266,1328,203,380,148,380,143,80,69,211,99,0,13
"41051003702","Census Tract 37.02; Multnomah County; Oregon",1093,111,225,56,423,127,296,70,149,79,1541,241,920,177,259,128,238,81,62,51,62,26,0,13
"41051003801","Census Tract 38.01; Multnomah County; Oregon",1270,111,269,89,493,110,411,92,97,65,1665,267,972,181,299,99,245,102,61,40,88,61,0,13
"41051003802","Census Tract 38.02; Multnomah County; Oregon",1452,221,215,74,427,130,629,204,181,85,2409,557,1181,280,427,349,465,139,110,67,226,150,0,13
"41051003803","Census Tract 38.03; Multnomah County; Oregon",1916,199,266,92,676,162,800,181,174,99,2909,392,1786,331,238,114,628,162,57,45,200,122,0,13
"41051003902","Census Tract 39.02; Multnomah County; Oregon",1445,126,251,71,566,158,512,133,116,70,2001,286,1278,278,196,87,338,121,82,53,107,56,0,13
"41051003903","Census Tract 39.03; Multnomah County; Oregon",1244,304,330,219,531,177,268,136,115,84,1663,464,819,263,422,233,225,116,51,46,146,127,0,13
"41051003904","Census Tract 39.04; Multnomah County; Oregon",1672,225,381,188,414,109,702,152,175,107,2543,393,1584,230,376,213,158,118,104,96,321,168,0,13
"41051004002","Census Tract 40.02; Multnomah County; Oregon",1668,174,271,96,633,172,618,122,146,62,3239,346,1618,270,754,200,548,126,100,68,208,149,11,17
"41051004003","Census Tract 40.03; Multnomah County; Oregon",2800,339,772,247,977,297,915,184,136,73,3510,416,1471,302,735,253,543,157,215,122,546,219,0,19
"41051004102","Census Tract 41.02; Multnomah County; Oregon",2290,327,556,187,996,288,602,166,136,81,2684,442,1584,294,221,177,340,142,63,45,476,292,0,13
"41051004103","Census Tract 41.03; Multnomah County; Oregon",1622,197,315,132,631,149,570,176,106,66,2280,394,1210,257,233,125,466,218,156,78,205,99,10,16
"41051004104","Census Tract 41.04; Multnomah County; Oregon",1308,147,372,134,468,187,412,152,56,45,1503,287,620,218,197,88,343,142,21,30,322,180,0,13
"41051004200","Census Tract 42; Multnomah County; Oregon",2152,178,417,124,920,186,670,168,145,104,2785,476,1504,230,339,156,360,132,207,118,375,195,0,13
"41051004300","Census Tract 43; Multnomah County; Oregon",495,106,96,35,268,91,115,57,16,13,561,146,373,101,66,51,110,65,12,12,0,13,0,13
"41051004500","Census Tract 45; Multnomah County; Oregon",1761,269,222,82,852,171,631,275,56,43,2251,477,1509,217,289,262,283,95,61,62,109,72,0,13
"41051004601","Census Tract 46.01; Multnomah County; Oregon",1694,141,456,117,615,130,583,130,40,43,1924,254,1365,228,222,113,217,86,0,13,120,67,0,13
"41051004602","Census Tract 46.02; Multnomah County; Oregon",838,74,215,51,224,47,353,66,46,24,1136,145,794,132,97,47,190,74,0,13,55,42,0,13
"41051004700","Census Tract 47; Multnomah County; Oregon",2448,289,415,142,1522,190,474,243,37,37,2623,521,1745,461,327,151,405,205,20,33,126,103,0,13
"41051004800","Census Tract 48; Multnomah County; Oregon",1976,219,567,180,1130,216,256,106,23,34,1739,271,990,262,155,96,415,160,0,13,179,114,0,13
"41051004901","Census Tract 49.01; Multnomah County; Oregon",2119,259,497,195,1071,226,532,149,19,30,2237,324,1426,245,326,159,427,166,17,27,41,41,0,13
"41051004902","Census Tract 49.02; Multnomah County; Oregon",1834,279,603,291,977,222,206,101,48,71,1593,265,675,175,326,233,358,170,112,147,122,92,0,13
"41051005001","Census Tract 50.01; Multnomah County; Oregon",2460,215,380,115,1674,239,406,129,0,13,2494,284,1751,281,65,49,546,185,9,15,123,111,0,13
"41051005002","Census Tract 50.02; Multnomah County; Oregon",770,69,99,59,541,92,113,64,17,27,811,124,520,162,57,52,173,89,0,13,61,50,0,13
"41051005101","Census Tract 51.01; Multnomah County; Oregon",2664,463,900,274,1112,338,596,377,56,103,2446,846,1971,802,169,139,242,133,11,18,53,63,0,13
"41051005102","Census Tract 51.02; Multnomah County; Oregon",2014,308,717,290,878,275,419,160,0,13,1754,427,1402,366,143,111,176,118,0,13,33,45,0,13
"41051005103","Census Tract 51.03; Multnomah County; Oregon",1668,250,794,250,725,291,149,147,0,13,1201,397,314,221,379,214,331,185,101,102,76,115,0,13
"41051005201","Census Tract 52.01; Multnomah County; Oregon",1553,271,577,158,543,153,433,261,0,13,1334,371,658,283,260,184,237,129,73,84,106,109,0,13
"41051005202","Census Tract 52.02; Multnomah County; Oregon",1931,173,304,129,1178,237,449,173,0,13,2088,283,1240,279,121,105,494,202,122,75,111,65,0,13
"41051005500","Census Tract 55; Multnomah County; Oregon",1716,208,709,169,713,181,250,94,44,36,1390,230,813,175,222,116,228,73,16,25,111,70,0,13
"41051005601","Census Tract 56.01; Multnomah County; Oregon",1861,232,726,184,917,244,193,68,25,40,1439,330,835,230,151,82,424,198,0,13,29,33,0,13
"41051005602","Census Tract 56.02; Multnomah County; Oregon",908,140,313,139,270,121,278,101,47,66,1586,328,449,145,510,170,387,144,100,108,140,84,0,13
"41051005701","Census Tract 57.01; Multnomah County; Oregon",346,136,69,57,151,92,99,79,27,37,466,235,319,185,0,13,35,41,76,90,36,40,0,13
"41051005702","Census Tract 57.02; Multnomah County; Oregon",2635,390,858,203,1224,397,529,158,24,46,2329,453,1669,422,213,116,320,172,45,51,82,76,0,13
"41051005800","Census Tract 58; Multnomah County; Oregon",2331,298,674,131,981,237,645,180,31,36,2305,351,1680,329,108,62,329,130,72,66,116,69,0,13
"41051005901","Census Tract 59.01; Multnomah County; Oregon",1234,155,187,93,553,177,447,143,47,39,1621,285,1040,259,104,83,399,209,6,16,72,64,0,13
"41051005902","Census Tract 59.02; Multnomah County; Oregon",2456,307,1014,339,930,247,512,153,0,13,1984,276,1428,291,237,107,252,118,18,27,49,76,0,13
"41051005903","Census Tract 59.03; Multnomah County; Oregon",1952,279,645,197,540,147,688,226,79,63,2121,413,1250,428,175,110,482,202,109,93,105,93,0,13
"41051006001","Census Tract 60.01; Multnomah County; Oregon",777,92,139,38,330,93,283,68,25,17,1006,151,694,124,88,60,154,67,31,40,39,36,0,13
"41051006002","Census Tract 60.02; Multnomah County; Oregon",1047,107,330,79,258,75,402,89,57,24,1272,173,836,142,101,38,216,66,71,31,48,25,0,13
"41051006100","Census Tract 61; Multnomah County; Oregon",1007,92,308,79,233,90,449,85,17,18,1266,206,989,184,13,19,191,76,9,13,64,45,0,13
"41051006200","Census Tract 62; Multnomah County; Oregon",1328,153,398,103,291,101,539,127,100,36,1782,273,1254,217,157,98,296,100,20,22,55,49,0,13
"41051006300","Census Tract 63; Multnomah County; Oregon",1743,182,339,83,716,152,593,156,95,51,2785,318,2001,291,235,97,345,89,71,60,133,65,0,19
"41051006402","Census Tract 64.02; Multnomah County; Oregon",2511,170,612,137,824,210,873,177,202,107,3233,346,2257,286,157,96,510,127,70,70,239,203,0,19
"41051006403","Census Tract 64.03; Multnomah County; Oregon",1818,235,224,73,817,243,530,136,247,113,2656,408,1366,271,392,135,560,179,101,59,232,127,5,9
"41051006404","Census Tract 64.04; Multnomah County; Oregon",1587,232,522,216,581,149,415,96,69,36,1672,209,1094,178,89,50,318,120,69,43,102,54,0,13
"41051006501","Census Tract 65.01; Multnomah County; Oregon",2403,149,548,148,914,142,882,190,59,48,2885,341,1810,272,267,130,485,163,139,81,184,96,0,19
"41051006502","Census Tract 65.02; Multnomah County; Oregon",2405,436,498,161,1052,445,661,192,194,142,3163,737,2132,604,224,114,608,231,60,74,139,189,0,13
"41051006601","Census Tract 66.01; Multnomah County; Oregon",1289,201,427,106,386,148,457,169,19,23,1338,320,1027,299,45,36,200,130,6,10,60,44,0,13
"41051006602","Census Tract 66.02; Multnomah County; Oregon",2817,257,469,193,1578,255,626,144,144,97,3426,402,2027,376,551,200,555,203,152,97,141,105,0,19
"41051006701","Census Tract 67.01; Multnomah County; Oregon",1412,176,338,99,445,89,491,116,138,120,1891,388,1144,286,308,219,309,79,63,44,67,45,0,13
"41051006702","Census Tract 67.02; Multnomah County; Oregon",1386,136,404,132,518,118,448,122,16,16,1513,264,914,183,215,82,219,117,72,46,93,53,0,13
"41051006801","Census Tract 68.01; Multnomah County; Oregon",1033,68,308,85,403,107,290,91,32,28,1091,165,609,139,184,94,148,56,28,24,122,66,0,13
"41051006802","Census Tract 68.02; Multnomah County; Oregon",1561,207,368,142,500,117,605,183,88,59,1971,304,1249,193,308,181,316,117,64,49,34,28,0,13
"41051006900","Census Tract 69; Multnomah County; Oregon",1173,139,283,95,463,133,414,117,13,17,1293,222,929,192,68,46,254,91,15,20,27,26,0,13
"41051007001","Census Tract 70.01; Multnomah County; Oregon",2312,283,299,84,1046,275,923,195,44,41,3064,438,2336,411,93,66,524,183,18,27,93,100,0,19
"41051007002","Census Tract 70.02; Multnomah County; Oregon",1059,167,199,65,352,136,451,133,57,49,1440,307,1094,238,184,125,142,80,20,32,0,13,0,13
"41051007100","Census Tract 71; Multnomah County; Oregon",1051,182,427,164,383,130,180,67,61,33,1081,178,425,118,253,146,249,132,87,47,67,50,0,13
"41051007201","Census Tract 72.01; Multnomah County; Oregon",1315,109,572,103,347,109,334,101,62,60,1283,235,484,142,276,124,215,92,113,89,195,105,0,13
"41051007202","Census Tract 72.02; Multnomah County; Oregon",1415,210,299,96,529,165,384,106,203,145,2021,421,662,138,217,91,571,246,202,148,369,172,0,13
"41051007300","Census Tract 73; Multnomah County; Oregon",174,55,50,38,68,29,18,15,38,39,266,122,68,60,22,25,96,65,38,25,42,32,0,13
"41051007400","Census Tract 74; Multnomah County; Oregon",1377,122,337,108,604,122,331,86,105,44,1855,356,842,220,484,336,331,108,42,41,156,63,0,13
"41051007500","Census Tract 75; Multnomah County; Oregon",1987,230,344,150,770,252,743,179,130,107,2878,484,1362,354,452,220,459,225,172,106,433,218,0,13
"41051007600","Census Tract 76; Multnomah County; Oregon",1687,362,328,89,974,368,336,104,49,35,1802,389,951,378,399,121,239,73,142,79,71,47,0,13
"41051007700","Census Tract 77; Multnomah County; Oregon",887,137,188,49,329,125,288,87,82,58,1275,326,443,182,396,223,165,67,85,55,186,102,0,13
"41051007800","Census Tract 78; Multnomah County; Oregon",739,85,186,59,228,58,289,69,36,19,935,120,334,102,279,101,141,52,90,46,91,41,0,13
"41051007900","Census Tract 79; Multnomah County; Oregon",1924,190,464,178,789,193,520,115,151,58,2352,261,937,170,355,174,405,119,204,94,451,145,0,13
"41051008001","Census Tract 80.01; Multnomah County; Oregon",1407,145,350,102,257,99,671,125,129,79,1663,232,766,179,297,109,347,122,89,78,164,88,0,13
"41051008002","Census Tract 80.02; Multnomah County; Oregon",1110,141,338,106,310,86,237,71,225,93,1605,336,470,140,275,104,408,200,128,59,324,249,0,13
"41051008100","Census Tract 81; Multnomah County; Oregon",3219,408,995,249,1152,329,828,243,244,110,3880,578,1125,372,1112,467,687,192,184,151,772,223,0,19
"41051008201","Census Tract 82.01; Multnomah County; Oregon",1350,201,514,106,393,190,339,110,104,79,1520,388,709,228,249,195,284,134,91,98,187,86,0,13
"41051008203","Census Tract 82.03; Multnomah County; Oregon",2315,223,672,184,690,187,766,193,187,109,3097,662,1236,508,585,174,485,202,90,58,701,230,0,19
"41051008204","Census Tract 82.04; Multnomah County; Oregon",826,230,190,158,150,129,407,190,79,74,1262,231,286,124,274,135,172,103,160,138,370,200,0,13
"41051008301","Census Tract 83.01; Multnomah County; Oregon",1655,186,354,112,737,159,434,142,130,70,2097,344,736,234,398,153,503,166,171,94,289,102,0,13
"41051008302","Census Tract 83.02; Multnomah County; Oregon",1653,138,416,138,473,121,468,165,296,141,2541,554,934,346,713,228,390,135,284,160,220,102,0,19
"41051008400","Census Tract 84; Multnomah County; Oregon",1766,263,502,167,469,131,512,173,283,135,2379,485,573,266,680,186,418,134,135,67,573,175,0,13
"41051008500","Census Tract 85; Multnomah County; Oregon",1518,173,306,100,525,156,578,193,109,58,2043,384,811,216,239,91,388,218,195,109,396,156,14,22
"41051008600","Census Tract 86; Multnomah County; Oregon",1610,161,332,106,667,179,444,120,167,102,2123,449,849,257,400,112,450,214,94,66,330,103,0,13
"41051008700","Census Tract 87; Multnomah County; Oregon",1786,228,232,78,630,155,778,226,146,59,2776,406,982,231,270,121,749,197,457,262,318,93,0,13
"41051008800","Census Tract 88; Multnomah County; Oregon",1596,210,351,105,652,225,543,121,50,36,1942,303,970,202,246,96,367,134,126,63,233,117,0,13
"41051008902","Census Tract 89.02; Multnomah County; Oregon",1667,280,387,106,463,183,662,251,155,87,2360,524,622,129,646,310,522,206,198,162,372,117,0,13
"41051008903","Census Tract 89.03; Multnomah County; Oregon",1593,124,272,115,300,120,802,156,219,124,2725,464,1326,311,453,215,459,250,300,180,187,101,0,13
"41051008904","Census Tract 89.04; Multnomah County; Oregon",1675,186,396,127,557,151,515,187,207,74,2335,416,1019,275,509,245,213,115,207,117,387,131,0,13
"41051009001","Census Tract 90.01; Multnomah County; Oregon",1857,351,280,104,702,273,642,319,233,103,2876,622,606,256,754,317,562,232,326,155,628,318,0,19
"41051009002","Census Tract 90.02; Multnomah County; Oregon",1748,275,337,168,734,236,584,218,93,71,2208,345,386,122,514,171,555,268,321,208,416,183,16,27
"41051009101","Census Tract 91.01; Multnomah County; Oregon",2120,195,509,159,796,197,607,189,208,64,2732,344,779,202,818,256,475,173,389,190,271,108,0,19
"41051009102","Census Tract 91.02; Multnomah County; Oregon",2314,233,443,133,752,269,775,205,344,144,3652,557,1511,446,479,283,511,200,326,144,825,333,0,19
"41051009202","Census Tract 92.02; Multnomah County; Oregon",2299,368,824,263,773,332,534,138,168,75,2540,577,715,202,434,230,478,142,223,103,690,330,0,19
"41051009203","Census Tract 92.03; Multnomah County; Oregon",1210,224,257,92,565,254,293,127,95,76,1545,398,552,273,388,190,290,130,161,95,154,92,0,13
"41051009204","Census Tract 92.04; Multnomah County; Oregon",1609,213,280,110,567,238,627,190,135,91,2290,350,557,250,628,283,440,152,378,167,287,132,0,13
"41051009301","Census Tract 93.01; Multnomah County; Oregon",1966,345,547,312,869,224,466,151,84,68,2265,394,704,218,421,163,519,243,173,125,448,216,0,19
"41051009302","Census Tract 93.02; Multnomah County; Oregon",2061,250,437,150,820,181,678,263,126,52,2669,603,1172,522,329,134,596,189,226,130,346,151,0,13
"41051009400","Census Tract 94; Multnomah County; Oregon",2909,345,1416,315,613,173,678,145,202,84,2819,359,1321,239,775,210,355,132,140,86,228,100,0,19
"41051009501","Census Tract 95.01; Multnomah County; Oregon",2039,272,716,179,787,169,408,199,128,79,2058,401,534,156,360,139,586,226,172,127,406,173,0,13
"41051009502","Census Tract 95.02; Multnomah County; Oregon",1515,159,472,166,593,146,356,109,94,65,1671,314,597,157,218,100,433,134,118,125,305,115,0,13
"41051009603","Census Tract 96.03; Multnomah County; Oregon",1401,166,467,109,445,108,295,151,194,111,1614,355,182,108,410,127,540,204,87,55,395,152,0,13
"41051009604","Census Tract 96.04; Multnomah County; Oregon",1973,151,496,155,840,193,432,149,205,116,2673,505,484,188,872,414,402,183,422,145,493,186,0,19
"41051009605","Census Tract 96.05; Multnomah County; Oregon",2418,235,511,189,1170,318,427,198,310,76,3172,515,1138,420,430,222,540,255,120,98,944,319,0,19
"41051009606","Census Tract 96.06; Multnomah County; Oregon",1891,228,664,225,536,157,428,119,263,150,2556,626,671,218,522,205,506,211,403,314,454,176,0,19
"41051009701","Census Tract 97.01; Multnomah County; Oregon",1693,195,445,189,590,194,596,203,62,59,2010,340,660,221,277,106,508,229,94,77,471,172,0,13
"41051009703","Census Tract 97.03; Multnomah County; Oregon",1758,355,537,303,540,178,535,240,146,89,2346,559,533,210,802,335,468,190,72,67,471,168,0,13
"41051009704","Census Tract 97.04; Multnomah County; Oregon",1374,381,296,161,668,378,292,104,118,88,1685,477,385,177,410,175,141,85,153,69,596,390,0,13
"41051009801","Census Tract 98.01; Multnomah County; Oregon",1479,119,369,122,468,139,468,131,174,77,1931,242,456,140,479,139,420,115,105,84,471,158,0,13
"41051009803","Census Tract 98.03; Multnomah County; Oregon",2775,307,926,252,992,303,629,172,228,159,3234,532,884,291,993,421,483,200,354,225,520,223,0,19
"41051009804","Census Tract 98.04; Multnomah County; Oregon",1143,140,277,106,394,156,335,107,137,66,1615,262,358,138,351,178,439,139,146,86,321,129,0,13
"41051009903","Census Tract 99.03; Multnomah County; Oregon",2582,311,719,177,869,275,680,213,314,125,3363,532,1360,409,611,242,725,269,321,131,346,168,0,19
"41051009904","Census Tract 99.04; Multnomah County; Oregon",1518,172,300,112,610,138,444,144,164,89,2005,373,724,237,377,187,301,124,238,119,365,121,0,13
"41051009905","Census Tract 99.05; Multnomah County; Oregon",1205,177,276,121,429,122,437,105,63,50,1508,214,581,151,234,112,322,153,159,90,212,85,0,13
"41051009906","Census Tract 99.06; Multnomah County; Oregon",1523,217,374,129,506,226,504,125,139,69,2019,299,896,232,368,138,455,153,81,51,219,105,0,13
"41051009907","Census Tract 99.07; Multnomah County; Oregon",2140,188,654,178,815,190,505,138,166,77,2466,329,1083,200,257,122,516,160,208,91,402,131,0,19
"41051010001","Census Tract 100.01; Multnomah County; Oregon",2640,279,921,213,960,246,466,147,293,154,2866,565,837,248,685,239,715,228,145,100,484,228,0,19
"41051010002","Census Tract 100.02; Multnomah County; Oregon",2157,311,708,276,650,194,597,194,202,106,2541,548,779,248,436,273,803,282,123,82,400,219,0,19
"41051010101","Census Tract 101.01; Multnomah County; Oregon",1995,384,548,160,636,166,681,310,130,97,2520,725,785,346,783,411,435,232,251,91,266,155,0,19
"41051010102","Census Tract 101.02; Multnomah County; Oregon",1782,243,276,131,667,257,593,186,246,153,2678,422,731,216,589,264,679,245,375,218,304,140,0,13
"41051010200","Census Tract 102; Multnomah County; Oregon",2751,439,544,228,746,218,1049,217,412,388,4079,969,1574,750,696,237,683,232,558,314,568,239,0,19
"41051010303","Census Tract 103.03; Multnomah County; Oregon",2022,237,480,152,602,175,667,209,273,135,2918,454,817,361,704,323,548,194,330,181,519,211,0,19
"41051010304","Census Tract 103.04; Multnomah County; Oregon",1632,235,464,222,554,124,488,135,126,69,2042,312,365,98,468,160,489,164,454,234,266,137,0,19
"41051010305","Census Tract 103.05; Multnomah County; Oregon",1317,204,312,85,392,153,522,129,91,52,1749,311,671,145,138,66,430,154,155,69,355,130,0,13
"41051010306","Census Tract 103.06; Multnomah County; Oregon",1734,181,251,98,491,161,806,182,186,82,2732,328,776,194,435,153,782,374,355,145,384,131,0,19
"41051010402","Census Tract 104.02; Multnomah County; Oregon",1831,220,399,166,457,167,699,177,276,106,3026,344,1263,253,513,230,419,127,284,136,547,180,0,19
"41051010405","Census Tract 104.05; Multnomah County; Oregon",2509,319,628,170,922,301,720,210,239,130,3220,527,793,290,676,187,708,257,451,249,592,233,0,19
"41051010407","Census Tract 104.07; Multnomah County; Oregon",1938,201,512,166,435,122,634,155,357,130,2957,409,982,213,414,152,634,200,382,235,545,153,0,19
"41051010408","Census Tract 104.08; Multnomah County; Oregon",2712,389,489,179,1211,324,842,299,170,72,3690,642,922,320,763,335,731,194,378,159,896,482,0,19
"41051010410","Census Tract 104.10; Multnomah County; Oregon",2079,283,606,246,738,271,703,202,32,36,2293,405,777,260,437,152,627,255,47,42,405,191,0,13
"41051010411","Census Tract 104.11; Multnomah County; Oregon",1365,148,393,99,599,189,298,109,75,47,1485,239,431,205,293,132,236,102,306,151,219,92,0,13
"41051010412","Census Tract 104.12; Multnomah County; Oregon",1007,120,221,82,224,89,379,127,183,94,1633,347,572,199,278,141,349,136,142,79,292,135,0,13
"41051010413","Census Tract 104.13; Multnomah County; Oregon",1789,211,238,123,526,177,898,244,127,87,2713,418,1189,285,307,147,518,255,278,155,421,178,0,19
"41051010500","Census Tract 105; Multnomah County; Oregon",1290,167,248,78,451,129,506,153,85,43,1775,245,886,268,181,96,315,88,143,77,250,108,0,13
"41051010601","Census Tract 106.01; Multnomah County; Oregon",1176,87,577,147,548,146,51,50,0,13,689,180,404,135,88,84,157,135,0,13,40,47,0,13
"41051010602","Census Tract 106.02; Multnomah County; Oregon",1223,238,577,205,573,216,73,56,0,13,848,265,257,147,252,203,236,152,0,13,103,68,0,13
"41051980000","Census Tract 9800; Multnomah County; Oregon",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
"41053005100","Census Tract 51; Polk County; Oregon",1098,213,268,88,460,166,312,156,58,33,1382,350,590,288,253,100,180,72,69,44,290,101,0,13
"41053005203","Census Tract 52.03; Polk County; Oregon",2383,198,463,110,956,189,801,175,163,117,3190,405,1284,281,807,378,550,201,118,87,354,189,77,99
"41053005204","Census Tract 52.04; Polk County; Oregon",1428,166,447,108,433,131,368,128,180,133,1948,325,693,127,367,181,637,311,98,86,153,113,0,13
"41053005205","Census Tract 52.05; Polk County; Oregon",3176,284,920,216,1148,267,921,209,187,103,3632,411,2055,346,625,223,603,223,147,129,202,107,0,19
"41053005206","Census Tract 52.06; Polk County; Oregon",1271,296,509,272,488,125,225,124,49,52,1056,227,364,160,331,170,132,96,61,75,168,143,0,13
"41053005301","Census Tract 53.01; Polk County; Oregon",3393,300,1283,239,1084,249,890,266,136,69,3161,511,1703,313,520,202,691,276,173,99,74,50,0,19
"41053005302","Census Tract 53.02; Polk County; Oregon",953,243,336,158,259,219,265,85,93,81,1117,289,452,146,154,84,211,79,215,214,85,86,0,13
"41053020202","Census Tract 202.02; Polk County; Oregon",2931,222,1170,233,954,208,648,201,159,112,3125,688,1084,332,855,324,467,165,172,101,547,244,0,19
"41053020203","Census Tract 202.03; Polk County; Oregon",1241,195,346,137,369,111,372,155,154,68,1748,379,660,254,362,131,197,88,152,79,377,157,0,13
"41053020204","Census Tract 202.04; Polk County; Oregon",1922,227,771,128,517,133,387,99,247,187,2027,439,870,177,490,253,261,116,208,138,198,89,0,13
"41053020303","Census Tract 203.03; Polk County; Oregon",1482,150,339,98,477,138,577,134,89,66,2429,321,580,152,666,150,762,220,174,78,247,111,0,19
"41053020304","Census Tract 203.04; Polk County; Oregon",2618,252,794,205,854,255,660,235,310,148,3447,512,1180,289,859,363,759,262,175,119,474,271,0,19
"41053020305","Census Tract 203.05; Polk County; Oregon",2443,241,384,140,790,199,830,197,439,141,4603,356,1155,235,1065,275,1081,320,712,287,590,222,0,19
"41053020306","Census Tract 203.06; Polk County; Oregon",694,137,233,97,129,72,259,107,73,56,988,249,474,143,87,51,92,75,130,100,205,94,0,13
"41053020400","Census Tract 204; Polk County; Oregon",2442,236,923,193,720,144,608,141,191,102,2807,462,1022,254,482,154,495,194,453,190,355,194,0,19
"41053020500","Census Tract 205; Polk County; Oregon",2747,222,975,155,734,203,930,187,108,67,3237,414,1200,261,539,166,498,187,535,200,465,244,0,19
"41055950100","Census Tract 9501; Sherman County; Oregon",770,66,281,57,280,49,189,38,20,15,789,96,287,55,130,35,103,38,145,41,124,29,0,13
"41057960101","Census Tract 9601.01; Tillamook County; Oregon",1037,167,523,122,314,134,166,63,34,41,731,176,234,96,129,75,193,121,49,45,126,55,0,13
